From	Entry	Entry Name	Gene Names
Q15040	Q15040	JOS1_HUMAN	JOSD1 JSPH1 KIAA0063
Q9BY67	Q9BY67	CADM1_HUMAN	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1
Q01650	Q01650	LAT1_HUMAN	SLC7A5 CD98LC LAT1 MPE16
Q9P2J3	Q9P2J3	KLHL9_HUMAN	KLHL9 KIAA1354
Q86YA3	Q86YA3	ZGRF1_HUMAN	ZGRF1 C4orf21
Q8N5V2	Q8N5V2	NGEF_HUMAN	NGEF
Q96EK6	Q96EK6	GNA1_HUMAN	GNPNAT1 GNA1
Q8WW12	Q8WW12	PCNP_HUMAN	PCNP
Q8NEH6	Q8NEH6	MNS1_HUMAN	MNS1
O43298	O43298	ZBT43_HUMAN	ZBTB43 KIAA0414 ZBTB22B ZNF297B
P52945	P52945	PDX1_HUMAN	PDX1 IPF1 STF1
Q8NFA0	Q8NFA0	UBP32_HUMAN	USP32 USP10
P68871	P68871	HBB_HUMAN	HBB
Q8N1G0	Q8N1G0	ZN687_HUMAN	ZNF687 KIAA1441
Q5VTQ0	Q5VTQ0	TT39B_HUMAN	TTC39B C9orf52
Q13651	Q13651	I10R1_HUMAN	IL10RA IL10R
P36508	P36508	ZNF76_HUMAN	ZNF76 D6S229E ZNF523
Q14191	Q14191	WRN_HUMAN	WRN RECQ3 RECQL2
O75581	O75581	LRP6_HUMAN	LRP6
Q6ZN84	Q6ZN84	CCD81_HUMAN	CCDC81
O75582	O75582	KS6A5_HUMAN	RPS6KA5 MSK1
Q8IYR2	Q8IYR2	SMYD4_HUMAN	SMYD4 KIAA1936
Q9NVM1	Q9NVM1	EVA1B_HUMAN	EVA1B C1orf78 FAM176B
Q9NZJ5	Q9NZJ5	E2AK3_HUMAN	EIF2AK3 PEK PERK
Q12952	Q12952	FOXL1_HUMAN	FOXL1 FKHL11 FREAC7
O43184	O43184	ADA12_HUMAN	ADAM12 MLTN UNQ346/PRO545
O43303	O43303	CP110_HUMAN	CCP110 CEP110 CP110 KIAA0419
Q9NUA8	Q9NUA8	ZBT40_HUMAN	ZBTB40 KIAA0478
O15197	O15197	EPHB6_HUMAN	EPHB6
Q70YC5	Q70YC5	ZN365_HUMAN	ZNF365 DBZ KIAA0844
Q5JPB2	Q5JPB2	ZN831_HUMAN	ZNF831 C20orf174
Q13435	Q13435	SF3B2_HUMAN	SF3B2 SAP145
Q96GA3	Q96GA3	LTV1_HUMAN	LTV1 C6orf93
P21359	P21359	NF1_HUMAN	NF1
O60292	O60292	SI1L3_HUMAN	SIPA1L3 KIAA0545 SPAL3
Q9UNE7	Q9UNE7	CHIP_HUMAN	STUB1 CHIP PP1131
P20645	P20645	MPRD_HUMAN	M6PR MPR46 MPRD
Q96GY3	Q96GY3	LIN37_HUMAN	LIN37 MSTP064
A6NKL6	A6NKL6	T200C_HUMAN	TMEM200C TTMA
Q96AY4	Q96AY4	TTC28_HUMAN	TTC28 KIAA1043 TPRBK
Q5TIE3	Q5TIE3	VW5B1_HUMAN	VWA5B1
Q9P0K7	Q9P0K7	RAI14_HUMAN	RAI14 KIAA1334 NORPEG
Q9UMS5	Q9UMS5	PHTF1_HUMAN	PHTF1 PHTF
Q9H7E9	Q9H7E9	CH033_HUMAN	C8orf33
Q75WM6	Q75WM6	H1FNT_HUMAN	H1-7 H1FNT HANP1
Q13163	Q13163	MP2K5_HUMAN	MAP2K5 MEK5 MKK5 PRKMK5
Q6UVK1	Q6UVK1	CSPG4_HUMAN	CSPG4 MCSP
A4FU01	A4FU01	MTMRB_HUMAN	MTMR11
Q9UKB3	Q9UKB3	DJC12_HUMAN	DNAJC12 JDP1
Q9H6R4	Q9H6R4	NOL6_HUMAN	NOL6
Q8N4F0	Q8N4F0	BPIB2_HUMAN	BPIFB2 BPIL1 C20orf184 LPLUNC2 UNQ2489/PRO5776
P11586	P11586	C1TC_HUMAN	MTHFD1 MTHFC MTHFD
Q9H583	Q9H583	HEAT1_HUMAN	HEATR1 BAP28 UTP10
A8MQ27	A8MQ27	NEU1B_HUMAN	NEURL1B NEURL3
P48552	P48552	NRIP1_HUMAN	NRIP1
Q9HAU0	Q9HAU0	PKHA5_HUMAN	PLEKHA5 KIAA1686 PEPP2
Q17RB8	Q17RB8	LONF1_HUMAN	LONRF1 RNF191
Q9H211	Q9H211	CDT1_HUMAN	CDT1
O14578	O14578	CTRO_HUMAN	CIT CRIK KIAA0949 STK21
O94761	O94761	RECQ4_HUMAN	RECQL4 RECQ4
Q96NL0	Q96NL0	RUN3B_HUMAN	RUNDC3B RPIB9 RPIP9
A1A4V9	A1A4V9	CF119_HUMAN	CFAP119 C16orf93 CCDC189
Q76KP1	Q76KP1	B4GN4_HUMAN	B4GALNT4
Q9BUF5	Q9BUF5	TBB6_HUMAN	TUBB6
P10828	P10828	THB_HUMAN	THRB ERBA2 NR1A2 THR1
Q6W4X9	Q6W4X9	MUC6_HUMAN	MUC6
Q8NHH9	Q8NHH9	ATLA2_HUMAN	ATL2 ARL6IP2
Q86XP3	Q86XP3	DDX42_HUMAN	DDX42
O95361	O95361	TRI16_HUMAN	TRIM16 EBBP
Q9H2G2	Q9H2G2	SLK_HUMAN	SLK KIAA0204 STK2
Q9H2C0	Q9H2C0	GAN_HUMAN	GAN GAN1 KLHL16
Q15054	Q15054	DPOD3_HUMAN	POLD3 KIAA0039
Q5T7N3	Q5T7N3	KANK4_HUMAN	KANK4 ANKRD38
Q27J81	Q27J81	INF2_HUMAN	INF2 C14orf151 C14orf173
Q9H2M3	Q9H2M3	BHMT2_HUMAN	BHMT2
P01106	P01106	MYC_HUMAN	MYC BHLHE39
P63316	P63316	TNNC1_HUMAN	TNNC1 TNNC
Q8WTW3	Q8WTW3	COG1_HUMAN	COG1 KIAA1381 LDLB
Q969F1	Q969F1	TF3C6_HUMAN	GTF3C6 C6orf51 CDA020 NPD020
Q9NYJ7	Q9NYJ7	DLL3_HUMAN	DLL3
Q8NDX5	Q8NDX5	PHC3_HUMAN	PHC3 EDR3 PH3
Q96N03	Q96N03	VTM2L_HUMAN	VSTM2L C20orf102
P0DP91	P0DP91	ERPG3_HUMAN	ERCC6
Q7L804	Q7L804	RFIP2_HUMAN	RAB11FIP2 KIAA0941
Q9ULB5	Q9ULB5	CADH7_HUMAN	CDH7 CDH7L1
Q9H992	Q9H992	MARH7_HUMAN	MARCHF7 AXOT MARCH7 RNF177
P21439	P21439	MDR3_HUMAN	ABCB4 MDR3 PGY3
Q5T230	Q5T230	UTF1_HUMAN	UTF1
P29372	P29372	3MG_HUMAN	MPG AAG ANPG MID1
P18124	P18124	RL7_HUMAN	RPL7
Q15427	Q15427	SF3B4_HUMAN	SF3B4 SAP49
Q16849	Q16849	PTPRN_HUMAN	PTPRN ICA3 ICA512
Q92934	Q92934	BAD_HUMAN	BAD BBC6 BCL2L8
Q8WTR4	Q8WTR4	GDPD5_HUMAN	GDPD5 GDE2 PP6037 PP9363 UNQ1850/PRO3580
P15848	P15848	ARSB_HUMAN	ARSB
Q14542	Q14542	S29A2_HUMAN	SLC29A2 DER12 ENT2 HNP36
P36952	P36952	SPB5_HUMAN	SERPINB5 PI5
Q9NX55	Q9NX55	HYPK_HUMAN	HYPK C15orf63 HSPC136
O95741	O95741	CPNE6_HUMAN	CPNE6
Q6P1L8	Q6P1L8	RM14_HUMAN	MRPL14 MRPL32 RPML32
P07199	P07199	CENPB_HUMAN	CENPB
Q5T1H1	Q5T1H1	EYS_HUMAN	EYS C6orf178 C6orf179 C6orf180 EGFL10 EGFL11 SPAM UNQ9424/PRO34591
Q9H5I5	Q9H5I5	PIEZ2_HUMAN	PIEZO2 C18orf30 C18orf58 FAM38B
Q96HP0	Q96HP0	DOCK6_HUMAN	DOCK6 KIAA1395
Q8TAT5	Q8TAT5	NEIL3_HUMAN	NEIL3
Q9NZN8	Q9NZN8	CNOT2_HUMAN	CNOT2 CDC36 NOT2 HSPC131 MSTP046
Q96S21	Q96S21	RB40C_HUMAN	RAB40C RARL RASL8C
Q6UWF3	Q6UWF3	SCIMP_HUMAN	SCIMP C17orf87 UNQ5783/PRO16090
Q6UX04	Q6UX04	CWC27_HUMAN	CWC27 SDCCAG10 UNQ438/PRO871
Q8ND83	Q8ND83	SLAI1_HUMAN	SLAIN1 C13orf32
Q13523	Q13523	PRP4K_HUMAN	PRP4K KIAA0536 PRP4 PRP4B PRP4H PRPF4K
Q2TAM9	Q2TAM9	TUSC1_HUMAN	TUSC1
Q5TGY3	Q5TGY3	AHDC1_HUMAN	AHDC1
Q14558	Q14558	KPRA_HUMAN	PRPSAP1
A6NCE7	A6NCE7	MP3B2_HUMAN	MAP1LC3B2
Q17RN3	Q17RN3	FA98C_HUMAN	FAM98C
Q53H80	Q53H80	AKIR2_HUMAN	AKIRIN2 C6orf166
Q9P203	Q9P203	BTBD7_HUMAN	BTBD7 KIAA1525
Q9HCU4	Q9HCU4	CELR2_HUMAN	CELSR2 CDHF10 EGFL2 KIAA0279 MEGF3
Q16775	Q16775	GLO2_HUMAN	HAGH GLO2 HAGH1
Q8N6N2	Q8N6N2	TTC9B_HUMAN	TTC9B
P06703	P06703	S10A6_HUMAN	S100A6 CACY
Q9Y2D8	Q9Y2D8	ADIP_HUMAN	SSX2IP KIAA0923
P0C1S8	P0C1S8	WEE2_HUMAN	WEE2 WEE1B
P53350	P53350	PLK1_HUMAN	PLK1 PLK
Q13838	Q13838	DX39B_HUMAN	DDX39B BAT1 UAP56
Q6X4W1	Q6X4W1	NSMF_HUMAN	NSMF NELF
O95279	O95279	KCNK5_HUMAN	KCNK5 TASK2
P34932	P34932	HSP74_HUMAN	HSPA4 APG2 HSPH2
Q96JP5	Q96JP5	ZFP91_HUMAN	ZFP91 ZNF757 FKSG11
Q96A99	Q96A99	PTX4_HUMAN	PTX4 C16orf38
P21549	P21549	AGT1_HUMAN	AGXT AGT1 SPAT
Q8TAB3	Q8TAB3	PCD19_HUMAN	PCDH19 KIAA1313
P84157	P84157	MXRA7_HUMAN	MXRA7
P29590	P29590	PML_HUMAN	PML MYL PP8675 RNF71 TRIM19
Q9H1P3	Q9H1P3	OSBL2_HUMAN	OSBPL2 KIAA0772 ORP2
O14730	O14730	RIOK3_HUMAN	RIOK3 SUDD
Q8TB68	Q8TB68	PRR7_HUMAN	PRR7
O14994	O14994	SYN3_HUMAN	SYN3
Q9ULK0	Q9ULK0	GRID1_HUMAN	GRID1 KIAA1220
P37235	P37235	HPCL1_HUMAN	HPCAL1 BDR1
Q9NQS7	Q9NQS7	INCE_HUMAN	INCENP
Q6ZYL4	Q6ZYL4	TF2H5_HUMAN	GTF2H5 C6orf175 TTDA
Q99102	Q99102	MUC4_HUMAN	MUC4
Q9Y614	Q9Y614	ACL7B_HUMAN	ACTL7B
Q7L266	Q7L266	ASGL1_HUMAN	ASRGL1 ALP CRASH
Q8N257	Q8N257	H2B3B_HUMAN	H2BC26 H2BU1 HIST3H2BB
Q8N9T8	Q8N9T8	KRI1_HUMAN	KRI1
Q8N163	Q8N163	CCAR2_HUMAN	CCAR2 DBC1 KIAA1967
Q9BX26	Q9BX26	SYCP2_HUMAN	SYCP2 SCP2
Q9H7Z6	Q9H7Z6	KAT8_HUMAN	KAT8 MOF MYST1 PP7073
P31749	P31749	AKT1_HUMAN	AKT1 PKB RAC
P15313	P15313	VATB1_HUMAN	ATP6V1B1 ATP6B1 VATB VPP3
Q5TGL8	Q5TGL8	PXDC1_HUMAN	PXDC1 C6orf145
Q9Y3P9	Q9Y3P9	RBGP1_HUMAN	RABGAP1 HSPC094
Q7Z2Y5	Q7Z2Y5	NRK_HUMAN	NRK
Q9NQE9	Q9NQE9	HINT3_HUMAN	HINT3
O15266	O15266	SHOX_HUMAN	SHOX PHOG
P43355	P43355	MAGA1_HUMAN	MAGEA1 MAGE1 MAGE1A
Q92878	Q92878	RAD50_HUMAN	RAD50
O14907	O14907	TX1B3_HUMAN	TAX1BP3 TIP1
Q9Y6L6	Q9Y6L6	SO1B1_HUMAN	SLCO1B1 LST1 OATP1B1 OATP2 OATPC SLC21A6
P25705	P25705	ATPA_HUMAN	ATP5F1A ATP5A ATP5A1 ATP5AL2 ATPM
O95167	O95167	NDUA3_HUMAN	NDUFA3
Q9Y5G9	Q9Y5G9	PCDG4_HUMAN	PCDHGA4
Q7Z745	Q7Z745	MRO2B_HUMAN	MROH2B HEATR7B2
Q9UFC0	Q9UFC0	LRWD1_HUMAN	LRWD1 CENP-33 ORCA
Q9BR76	Q9BR76	COR1B_HUMAN	CORO1B
Q8N5Q1	Q8N5Q1	GAR5B_HUMAN	GARIN5B C19orf16 FAM71E2
Q9BX79	Q9BX79	STRA6_HUMAN	STRA6 PP14296 UNQ3126/PRO10282/PRO19578
Q9NR46	Q9NR46	SHLB2_HUMAN	SH3GLB2 KIAA1848 PP578
Q14995	Q14995	NR1D2_HUMAN	NR1D2
Q8N680	Q8N680	ZBTB2_HUMAN	ZBTB2 KIAA1483 ZNF437
Q99805	Q99805	TM9S2_HUMAN	TM9SF2
Q86W92	Q86W92	LIPB1_HUMAN	PPFIBP1 KIAA1230
Q86UV5	Q86UV5	UBP48_HUMAN	USP48 USP31
Q8NC60	Q8NC60	NOA1_HUMAN	NOA1 C4orf14
P49146	P49146	NPY2R_HUMAN	NPY2R
Q05586	Q05586	NMDZ1_HUMAN	GRIN1 NMDAR1
Q8N8V4	Q8N8V4	ANS4B_HUMAN	ANKS4B HARP
Q63HK3	Q63HK3	ZKSC2_HUMAN	ZKSCAN2 ZNF694
P48449	P48449	LSS_HUMAN	LSS OSC
Q9NUM4	Q9NUM4	T106B_HUMAN	TMEM106B
Q8WY91	Q8WY91	THAP4_HUMAN	THAP4 CGI-36 PP238
O75367	O75367	H2AY_HUMAN	MACROH2A1 H2AFY
O60749	O60749	SNX2_HUMAN	SNX2 TRG9
P16949	P16949	STMN1_HUMAN	STMN1 C1orf215 LAP18 OP18
A4D126	A4D126	ISPD_HUMAN	CRPPA ISPD
P58340	P58340	MLF1_HUMAN	MLF1
P78536	P78536	ADA17_HUMAN	ADAM17 CSVP TACE
Q96GM1	Q96GM1	PLPR2_HUMAN	PLPPR2 LPPR2 PRG4
P78332	P78332	RBM6_HUMAN	RBM6 DEF3
P48788	P48788	TNNI2_HUMAN	TNNI2
Q8NBR6	Q8NBR6	MINY2_HUMAN	MINDY2 FAM63B KIAA1164
Q9Y5Q9	Q9Y5Q9	TF3C3_HUMAN	GTF3C3
Q9Y3I0	Q9Y3I0	RTCB_HUMAN	RTCB C22orf28 HSPC117
Q92543	Q92543	SNX19_HUMAN	SNX19 KIAA0254
Q14012	Q14012	KCC1A_HUMAN	CAMK1
O95989	O95989	NUDT3_HUMAN	NUDT3 DIPP DIPP1
O43914	O43914	TYOBP_HUMAN	TYROBP DAP12 KARAP
Q7L5N7	Q7L5N7	PCAT2_HUMAN	LPCAT2 AGPAT11 AYTL1
P21964	P21964	COMT_HUMAN	COMT
O00483	O00483	NDUA4_HUMAN	NDUFA4
Q8WUM9	Q8WUM9	S20A1_HUMAN	SLC20A1 GLVR1 PIT1
Q01082	Q01082	SPTB2_HUMAN	SPTBN1 SPTB2
O14976	O14976	GAK_HUMAN	GAK DNAJC26
Q02750	Q02750	MP2K1_HUMAN	MAP2K1 MEK1 PRKMK1
P04004	P04004	VTNC_HUMAN	VTN
O60828	O60828	PQBP1_HUMAN	PQBP1 NPW38 JM26
Q9BPX3	Q9BPX3	CND3_HUMAN	NCAPG CAPG NYMEL3
Q96KQ7	Q96KQ7	EHMT2_HUMAN	EHMT2 BAT8 C6orf30 G9A KMT1C NG36
Q96PQ0	Q96PQ0	SORC2_HUMAN	SORCS2 KIAA1329
Q9NYA1	Q9NYA1	SPHK1_HUMAN	SPHK1 SK1 SPHK SPK
P33897	P33897	ABCD1_HUMAN	ABCD1 ALD
P51659	P51659	DHB4_HUMAN	HSD17B4 EDH17B4 SDR8C1
P49069	P49069	CAMLG_HUMAN	CAMLG CAML GET2
Q13630	Q13630	FCL_HUMAN	GFUS SDR4E1 TSTA3
P62195	P62195	PRS8_HUMAN	PSMC5 SUG1
Q01860	Q01860	PO5F1_HUMAN	POU5F1 OCT3 OCT4 OTF3
Q9H1B7	Q9H1B7	I2BPL_HUMAN	IRF2BPL C14orf4 EAP1 KIAA1865 My039
Q8WY21	Q8WY21	SORC1_HUMAN	SORCS1 SORCS
Q6UXU4	Q6UXU4	GSG1L_HUMAN	GSG1L UNQ5831/PRO19651
P52272	P52272	HNRPM_HUMAN	HNRNPM HNRPM NAGR1
P50895	P50895	BCAM_HUMAN	BCAM LU MSK19
Q96KQ4	Q96KQ4	ASPP1_HUMAN	PPP1R13B ASPP1 KIAA0771
Q13367	Q13367	AP3B2_HUMAN	AP3B2
Q92615	Q92615	LAR4B_HUMAN	LARP4B KIAA0217 LARP5
Q9Y666	Q9Y666	S12A7_HUMAN	SLC12A7 KCC4
P55196	P55196	AFAD_HUMAN	AFDN AF6 MLLT4
Q9HCM4	Q9HCM4	E41L5_HUMAN	EPB41L5 KIAA1548
P46937	P46937	YAP1_HUMAN	YAP1 YAP65
O00217	O00217	NDUS8_HUMAN	NDUFS8
Q9HAC8	Q9HAC8	UBTD1_HUMAN	UBTD1
Q9H7Z3	Q9H7Z3	NRDE2_HUMAN	NRDE2 C14orf102
Q96AH8	Q96AH8	RAB7B_HUMAN	RAB7B
P57682	P57682	KLF3_HUMAN	KLF3 BKLF
P12830	P12830	CADH1_HUMAN	CDH1 CDHE UVO
P27707	P27707	DCK_HUMAN	DCK
P06396	P06396	GELS_HUMAN	GSN
Q68D86	Q68D86	C102B_HUMAN	CCDC102B C18orf14
Q9Y3A0	Q9Y3A0	COQ4_HUMAN	COQ4 CGI-92
O60831	O60831	PRAF2_HUMAN	PRAF2 JM4
Q14135	Q14135	VGLL4_HUMAN	VGLL4 KIAA0121
P30411	P30411	BKRB2_HUMAN	BDKRB2 BKR2
Q6N022	Q6N022	TEN4_HUMAN	TENM4 KIAA1302 ODZ4 TNM4
P13796	P13796	PLSL_HUMAN	LCP1 PLS2
Q6ZRV2	Q6ZRV2	FA83H_HUMAN	FAM83H
Q9Y6G9	Q9Y6G9	DC1L1_HUMAN	DYNC1LI1 DNCLI1
O75121	O75121	MFA3L_HUMAN	MFAP3L KIAA0626 HSD-39 HSD39
O60927	O60927	PP1RB_HUMAN	PPP1R11 HCGV TCTE5
Q08999	Q08999	RBL2_HUMAN	RBL2 RB2
Q53TQ3	Q53TQ3	IN80D_HUMAN	INO80D
Q8N1K5	Q8N1K5	THMS1_HUMAN	THEMIS C6orf190 C6orf207
Q13402	Q13402	MYO7A_HUMAN	MYO7A USH1B
A4D1U4	A4D1U4	DEN11_HUMAN	DENND11 KIAA1147 LCHN
Q9NPC2	Q9NPC2	KCNK9_HUMAN	KCNK9 TASK3
Q92900	Q92900	RENT1_HUMAN	UPF1 KIAA0221 RENT1
Q15139	Q15139	KPCD1_HUMAN	PRKD1 PKD PKD1 PRKCM
Q9NSP4	Q9NSP4	CENPM_HUMAN	CENPM C22orf18 ICEN39 PANE1
Q7RTN6	Q7RTN6	STRAA_HUMAN	STRADA LYK5 STRAD
Q9UIF9	Q9UIF9	BAZ2A_HUMAN	BAZ2A KIAA0314 TIP5
P35659	P35659	DEK_HUMAN	DEK
Q5H8A4	Q5H8A4	PIGG_HUMAN	PIGG GPI7 UNQ1930/PRO4405
P80723	P80723	BASP1_HUMAN	BASP1 NAP22
P07195	P07195	LDHB_HUMAN	LDHB
Q8WWY3	Q8WWY3	PRP31_HUMAN	PRPF31 PRP31
Q8N2W9	Q8N2W9	PIAS4_HUMAN	PIAS4 PIASG
Q86YV5	Q86YV5	PRAG1_HUMAN	PRAG1 SGK223
Q15306	Q15306	IRF4_HUMAN	IRF4 MUM1
Q8WUA7	Q8WUA7	TB22A_HUMAN	TBC1D22A C22orf4
P0CG41	P0CG41	CTGE8_HUMAN	CTAGE8
Q9Y4K3	Q9Y4K3	TRAF6_HUMAN	TRAF6 RNF85
A2RU30	A2RU30	TESP1_HUMAN	TESPA1 KIAA0748 HSPC257
Q13886	Q13886	KLF9_HUMAN	KLF9 BTEB BTEB1
Q16288	Q16288	NTRK3_HUMAN	NTRK3 TRKC
A6NFA0	A6NFA0	S31F3_HUMAN	SPATA31F3 FAM205C FAM205CP
O75864	O75864	PPR37_HUMAN	PPP1R37 KIAA1986 LRRC68
P49137	P49137	MAPK2_HUMAN	MAPKAPK2
Q96GU1	Q96GU1	PAGE5_HUMAN	PAGE5 GAGEE1
Q9H8Y8	Q9H8Y8	GORS2_HUMAN	GORASP2 GOLPH6
Q9UN75	Q9UN75	PCDAC_HUMAN	PCDHA12
Q96GS4	Q96GS4	BORC6_HUMAN	BORCS6 C17orf59
Q14241	Q14241	ELOA1_HUMAN	ELOA TCEB3 MSTP059
Q9BT49	Q9BT49	THAP7_HUMAN	THAP7
Q9UGC6	Q9UGC6	RGS17_HUMAN	RGS17 RGSZ2
P19022	P19022	CADH2_HUMAN	CDH2 CDHN NCAD
P15407	P15407	FOSL1_HUMAN	FOSL1 FRA1
Q8TCY9	Q8TCY9	URGCP_HUMAN	URGCP KIAA1507 URG4
P43686	P43686	PRS6B_HUMAN	PSMC4 MIP224 TBP7
P16150	P16150	LEUK_HUMAN	SPN CD43
Q14330	Q14330	GPR18_HUMAN	GPR18 GPCRW
Q9HBV2	Q9HBV2	SACA1_HUMAN	SPACA1 SAMP32
Q05D60	Q05D60	DEUP1_HUMAN	DEUP1 CCDC67
Q8NB16	Q8NB16	MLKL_HUMAN	MLKL
Q06136	Q06136	KDSR_HUMAN	KDSR FVT1 SDR35C1
P17181	P17181	INAR1_HUMAN	IFNAR1 IFNAR
Q4VXF1	Q4VXF1	F74A3_HUMAN	
Q13946	Q13946	PDE7A_HUMAN	PDE7A
Q5T0Z8	Q5T0Z8	CF132_HUMAN	C6orf132
P31150	P31150	GDIA_HUMAN	GDI1 GDIL OPHN2 RABGDIA XAP4
Q96FV2	Q96FV2	SCRN2_HUMAN	SCRN2
Q14654	Q14654	KCJ11_HUMAN	KCNJ11
Q8NCD3	Q8NCD3	HJURP_HUMAN	HJURP FAKTS FLEG1 URLC9
Q9NWH7	Q9NWH7	SPAT6_HUMAN	SPATA6
Q9BYB0	Q9BYB0	SHAN3_HUMAN	SHANK3 KIAA1650 PROSAP2 PSAP2
P62937	P62937	PPIA_HUMAN	PPIA CYPA
Q86Y91	Q86Y91	KI18B_HUMAN	KIF18B
Q5T8P6	Q5T8P6	RBM26_HUMAN	RBM26 C13orf10 PRO1777
P0CG23	P0CG23	ZN853_HUMAN	ZNF853
Q9UBP9	Q9UBP9	GULP1_HUMAN	GULP1 CED6 GULP
P61966	P61966	AP1S1_HUMAN	AP1S1 AP19 CLAPS1
P47211	P47211	GALR1_HUMAN	GALR1 GALNR GALNR1
O75663	O75663	TIPRL_HUMAN	TIPRL
Q9BTV5	Q9BTV5	FSD1_HUMAN	FSD1 GLFND MIR1 VLP27
O43242	O43242	PSMD3_HUMAN	PSMD3
P42677	P42677	RS27_HUMAN	RPS27 MPS1
Q9H582	Q9H582	ZN644_HUMAN	ZNF644 KIAA1221 ZEP2
Q96SI1	Q96SI1	KCD15_HUMAN	KCTD15
Q9ULC8	Q9ULC8	ZDHC8_HUMAN	ZDHHC8 KIAA1292 ZDHHCL1 ZNF378
Q5T4S7	Q5T4S7	UBR4_HUMAN	UBR4 KIAA0462 KIAA1307 RBAF600
P56962	P56962	STX17_HUMAN	STX17
Q86VP1	Q86VP1	TAXB1_HUMAN	TAX1BP1 T6BP PRO0105
Q9H8S9	Q9H8S9	MOB1A_HUMAN	MOB1A C2orf6 MOB4B MOBK1B MOBKL1B
Q9Y606	Q9Y606	PUS1_HUMAN	PUS1 PP8985
Q8WW59	Q8WW59	SPRY4_HUMAN	SPRYD4
Q9H7P6	Q9H7P6	MB12B_HUMAN	MVB12B C9orf28 FAM125B
Q9H1J7	Q9H1J7	WNT5B_HUMAN	WNT5B
O60347	O60347	TBC12_HUMAN	TBC1D12 KIAA0608
Q15907	Q15907	RB11B_HUMAN	RAB11B YPT3
O00116	O00116	ADAS_HUMAN	AGPS AAG5
O43424	O43424	GRID2_HUMAN	GRID2 GLURD2
P43897	P43897	EFTS_HUMAN	TSFM
P02810	P02810	PRPC_HUMAN	PRH1; PRH2
Q8IXQ3	Q8IXQ3	CI040_HUMAN	C9orf40
O75185	O75185	AT2C2_HUMAN	ATP2C2 KIAA0703 SPCA2
Q9H063	Q9H063	MAF1_HUMAN	MAF1
Q8NEZ5	Q8NEZ5	FBX22_HUMAN	FBXO22 FBX22
Q8N108	Q8N108	MIER1_HUMAN	MIER1 KIAA1610
Q15652	Q15652	JHD2C_HUMAN	JMJD1C JHDM2C KIAA1380 TRIP8
Q9UIC8	Q9UIC8	LCMT1_HUMAN	LCMT1 LCMT CGI-68
Q16851	Q16851	UGPA_HUMAN	UGP2 UGP1
Q6YP21	Q6YP21	KAT3_HUMAN	KYAT3 CCBL2 KAT3
Q9UH99	Q9UH99	SUN2_HUMAN	SUN2 FRIGG KIAA0668 RAB5IP UNC84B
O60240	O60240	PLIN1_HUMAN	PLIN1 PERI PLIN
Q8WUM0	Q8WUM0	NU133_HUMAN	NUP133
Q15006	Q15006	EMC2_HUMAN	EMC2 KIAA0103 TTC35
P15121	P15121	ALDR_HUMAN	AKR1B1 ALDR1 ALR2
O75564	O75564	JERKY_HUMAN	JRK JH8
P35579	P35579	MYH9_HUMAN	MYH9
P04733	P04733	MT1F_HUMAN	MT1F PRO0376
Q9Y224	Q9Y224	RTRAF_HUMAN	RTRAF C14orf166 CGI-99
P05198	P05198	IF2A_HUMAN	EIF2S1 EIF2A
Q9Y216	Q9Y216	MTMR7_HUMAN	MTMR7
O95201	O95201	RHIT_HUMAN	ZNF205 RHIT ZNF210
P35638	P35638	DDIT3_HUMAN	DDIT3 CHOP CHOP10 GADD153
P51582	P51582	P2RY4_HUMAN	P2RY4 NRU
Q9H446	Q9H446	RWDD1_HUMAN	RWDD1 DFRP2 CGI-24 PTD013
Q9UNN4	Q9UNN4	TF2AY_HUMAN	GTF2A1L ALF GTF2A1LF
Q9HBY8	Q9HBY8	SGK2_HUMAN	SGK2
Q58DX5	Q58DX5	NADL2_HUMAN	NAALADL2
Q9Y5X3	Q9Y5X3	SNX5_HUMAN	SNX5
P11511	P11511	CP19A_HUMAN	CYP19A1 ARO1 CYAR CYP19
Q8N5J2	Q8N5J2	MINY1_HUMAN	MINDY1 FAM63A KIAA1390
O43790	O43790	KRT86_HUMAN	KRT86 KRTHB6
O95714	O95714	HERC2_HUMAN	HERC2
P35712	P35712	SOX6_HUMAN	SOX6
P19113	P19113	DCHS_HUMAN	HDC
Q9P0K9	Q9P0K9	FRS1L_HUMAN	FRRS1L C9orf4
P51589	P51589	CP2J2_HUMAN	CYP2J2
O60220	O60220	TIM8A_HUMAN	TIMM8A DDP DDP1 TIM8A
P34925	P34925	RYK_HUMAN	RYK JTK5A
P49841	P49841	GSK3B_HUMAN	GSK3B
Q9BXI6	Q9BXI6	TB10A_HUMAN	TBC1D10A EPI64 TBC1D10
Q9UNA1	Q9UNA1	RHG26_HUMAN	ARHGAP26 GRAF KIAA0621 OPHN1L
Q8TDN6	Q8TDN6	BRX1_HUMAN	BRIX1 BRIX BXDC2
P09629	P09629	HXB7_HUMAN	HOXB7 HOX2C
Q9HCS7	Q9HCS7	SYF1_HUMAN	XAB2 HCNP KIAA1177 SYF1 PP3898
Q13105	Q13105	ZBT17_HUMAN	ZBTB17 MIZ1 ZNF151 ZNF60
Q8N766	Q8N766	EMC1_HUMAN	EMC1 KIAA0090 PSEC0263
Q96PL5	Q96PL5	ERMAP_HUMAN	ERMAP RD SC
